Category,Subcategory,Part_Number,Value,Description
Capacitor,Ceramic,1p0,1pF,Ceramic Capacitor
Capacitor,Ceramic,1p2,1.2pF,Ceramic Capacitor
Capacitor,Ceramic,1p5,1.5pF,Ceramic Capacitor
Capacitor,Ceramic,1p8,1.8pF,Ceramic Capacitor
Capacitor,Ceramic,2p2,2.2pF,Ceramic Capacitor
Capacitor,Ceramic,2p7,2.7pF,Ceramic Capacitor
Capacitor,Ceramic,3p3,3.3pF,Ceramic Capacitor
Capacitor,Ceramic,3p9,3.9pF,Ceramic Capacitor
Capacitor,Ceramic,4p7,4.7pF,Ceramic Capacitor
Capacitor,Ceramic,5p6,5.6pF,Ceramic Capacitor
Capacitor,Ceramic,6p8,6.8pF,Ceramic Capacitor
Capacitor,Ceramic,8p2,8.2pF,Ceramic Capacitor
Capacitor,Ceramic,10p,10pF,Ceramic Capacitor
Capacitor,Ceramic,12p,12pF,Ceramic Capacitor
Capacitor,Ceramic,15p,15pF,Ceramic Capacitor
Capacitor,Ceramic,18p,18pF,Ceramic Capacitor
Capacitor,Ceramic,22p,22pF,Ceramic Capacitor
Capacitor,Ceramic,27p,27pF,Ceramic Capacitor
Capacitor,Ceramic,33p,33pF,Ceramic Capacitor
Capacitor,Ceramic,39p,39pF,Ceramic Capacitor
Capacitor,Ceramic,47p,47pF,Ceramic Capacitor
Capacitor,Ceramic,56p,56pF,Ceramic Capacitor
Capacitor,Ceramic,68p,68pF,Ceramic Capacitor
Capacitor,Ceramic,82p,82pF,Ceramic Capacitor
Capacitor,Ceramic,100p,100pF,Ceramic Capacitor
Capacitor,Ceramic,120p,120pF,Ceramic Capacitor
Capacitor,Ceramic,150p,150pF,Ceramic Capacitor
Capacitor,Ceramic,180p,180pF,Ceramic Capacitor
Capacitor,Ceramic,220p,220pF,Ceramic Capacitor
Capacitor,Ceramic,270p,270pF,Ceramic Capacitor
Capacitor,Ceramic,330p,330pF,Ceramic Capacitor
Capacitor,Ceramic,390p,390pF,Ceramic Capacitor
Capacitor,Ceramic,470p,470pF,Ceramic Capacitor
Capacitor,Ceramic,560p,560pF,Ceramic Capacitor
Capacitor,Ceramic,680p,680pF,Ceramic Capacitor
Capacitor,Ceramic,820p,820pF,Ceramic Capacitor
Capacitor,Ceramic,1n0,1nF,Ceramic Capacitor
Capacitor,Ceramic,1n2,1.2nF,Ceramic Capacitor
Capacitor,Ceramic,1n5,1.5nF,Ceramic Capacitor
Capacitor,Ceramic,1n8,1.8nF,Ceramic Capacitor
Capacitor,Ceramic,2n2,2.2nF,Ceramic Capacitor
Capacitor,Ceramic,2n7,2.7nF,Ceramic Capacitor
Capacitor,Ceramic,3n3,3.3nF,Ceramic Capacitor
Capacitor,Ceramic,4n7,4.7nF,Ceramic Capacitor
Capacitor,Ceramic,5n6,5.6nF,Ceramic Capacitor
Capacitor,Ceramic,6n8,6.8nF,Ceramic Capacitor
Capacitor,Ceramic,8n2,8.2nF,Ceramic Capacitor
Capacitor,Ceramic,10n,10nF,Ceramic Capacitor
Capacitor,Ceramic,15n,15nF,Ceramic Capacitor
Capacitor,Ceramic,22n,22nF,Ceramic Capacitor
Capacitor,Ceramic,100n,100nF,Ceramic Capacitor
Capacitor,Ceramic,2.0-10pF,2-10pF,Variable Capacitor
Capacitor,Film,1n0,1nF,Film Capacitor
Capacitor,Film,1n2,1.2nF,Film Capacitor
Capacitor,Film,1n5,1.5nF,Film Capacitor
Capacitor,Film,1n8,1.8nF,Film Capacitor
Capacitor,Film,2n2,2.2nF,Film Capacitor
Capacitor,Film,2n7,2.7nF,Film Capacitor
Capacitor,Film,3n3,3.3nF,Film Capacitor
Capacitor,Film,3n9,3.9nF,Film Capacitor
Capacitor,Film,4n7,4.7nF,Film Capacitor
Capacitor,Film,5n6,5.6nF,Film Capacitor
Capacitor,Film,6n8,6.8nF,Film Capacitor
Capacitor,Film,8n2,8.2nF,Film Capacitor
Capacitor,Film,10n,10nF,Film Capacitor
Capacitor,Film,12n,12nF,Film Capacitor
Capacitor,Film,15n,15nF,Film Capacitor
Capacitor,Film,18n,18nF,Film Capacitor
Capacitor,Film,22n,22nF,Film Capacitor
Capacitor,Film,27n,27nF,Film Capacitor
Capacitor,Film,33n,33nF,Film Capacitor
Capacitor,Film,39n,39nF,Film Capacitor
Capacitor,Film,47n,47nF,Film Capacitor
Capacitor,Film,56n,56nF,Film Capacitor
Capacitor,Film,68n,68nF,Film Capacitor
Capacitor,Film,82n,82nF,Film Capacitor
Capacitor,Film,100n,100nF,Film Capacitor
Capacitor,Film,120n,120nF,Film Capacitor
Capacitor,Film,150n,150nF,Film Capacitor
Capacitor,Film,180n,180nF,Film Capacitor
Capacitor,Film,220n,220nF,Film Capacitor
Capacitor,Film,330n,330nF,Film Capacitor
Capacitor,Film,470n,470nF,Film Capacitor
Capacitor,Film,560n,560nF,Film Capacitor
Capacitor,Film,680n,680nF,Film Capacitor
Capacitor,Film,820n,820nF,Film Capacitor
Capacitor,Film,1u5,1.5µF,Film Capacitor
Capacitor,Film,2u2,2.2µF,Film Capacitor
Capacitor,Film,3u3,3.3µF,Film Capacitor
Capacitor,Film,4u7,4.7µF,Film Capacitor
Capacitor,Film,6u8,6.8µF,Film Capacitor
Capacitor,Film,8u2,8.2µF,Film Capacitor
Capacitor,Electrolytic,0.22µF 50V,0.22µF,50V Electrolytic
Capacitor,Electrolytic,0.47µF 50V,0.47µF,50V Electrolytic
Capacitor,Electrolytic,470n,470nF,Electrolytic
Capacitor,Electrolytic,1µF,1µF,Electrolytic
Capacitor,Electrolytic,1µF 50V,1µF,50V Electrolytic
Capacitor,Electrolytic,2.2µF,2.2µF,Electrolytic
Capacitor,Electrolytic,2.2µF 50V,2.2µF,50V Electrolytic
Capacitor,Electrolytic,3.3µF,3.3µF,Electrolytic
Capacitor,Electrolytic,4.7µF,4.7µF,Electrolytic
Capacitor,Electrolytic,4.7µF 50V,4.7µF,50V Electrolytic
Capacitor,Electrolytic,6.8µF 50V,6.8µF,50V Electrolytic
Capacitor,Electrolytic,10µF,10µF,Electrolytic
Capacitor,Electrolytic,10µF 50V,10µF,50V Electrolytic
Capacitor,Electrolytic,12µF,12µF,Electrolytic
Capacitor,Electrolytic,22µF,22µF,Electrolytic
Capacitor,Electrolytic,22µF 50V,22µF,50V Electrolytic
Capacitor,Electrolytic,33µF,33µF,Electrolytic
Capacitor,Electrolytic,33µF 50V,33µF,50V Electrolytic
Capacitor,Electrolytic,47µF,47µF,Electrolytic
Capacitor,Electrolytic,47µF 50V,47µF,50V Electrolytic
Capacitor,Electrolytic,56µF 50V,56µF,50V Electrolytic
Capacitor,Electrolytic,68µF,68µF,Electrolytic
Capacitor,Electrolytic,68µF 50V,68µF,50V Electrolytic
Capacitor,Electrolytic,100µF,100µF,Electrolytic
Capacitor,Electrolytic,150µF 50V,150µF,50V Electrolytic
Capacitor,Electrolytic,220µF,220µF,Electrolytic
Capacitor,Electrolytic,220µF 10V,220µF,10V Electrolytic
Capacitor,Electrolytic,220µF 50V,220µF,50V Electrolytic
Capacitor,Electrolytic,330µF,330µF,Electrolytic
Capacitor,Electrolytic,330µF 50V,330µF,50V Electrolytic
Capacitor,Electrolytic,470µF,470µF,Electrolytic
Capacitor,Electrolytic,470µF 10V,470µF,10V Electrolytic
Capacitor,Electrolytic,470µF 50V,470µF,50V Electrolytic
Capacitor,Electrolytic,560µF 50V,560µF,50V Electrolytic
Capacitor,Electrolytic,680µF,680µF,Electrolytic
Capacitor,Electrolytic,680µF 50V,680µF,50V Electrolytic
Capacitor,Electrolytic,820µF 50V,820µF,50V Electrolytic
Capacitor,Electrolytic,1000µF,1000µF,Electrolytic
Capacitor,Electrolytic,1000µF 50V,1000µF,50V Electrolytic
Capacitor,Electrolytic,2200µF,2200µF,Electrolytic
Capacitor,Electrolytic,2200µF 50V,2200µF,50V Electrolytic
Capacitor,Electrolytic,3300µF,3300µF,Electrolytic
Capacitor,Electrolytic,4700µF,4700µF,Electrolytic
Capacitor,Electrolytic,4700µF 50V,4700µF,50V Electrolytic
Diode,TVS Zener,1.5KE7V5,7.5V,Unidirectional TVS
Diode,TVS Zener,1.5KE12A,12V,Unidirectional TVS
Diode,TVS Zener,1.5KE15A,15V,Unidirectional TVS
Diode,TVS Zener,1.5KE18A,18V,Unidirectional TVS
Diode,TVS Zener,1.5KE24A,24V,Unidirectional TVS
Diode,TVS Zener,1.5KE36A,36V,Unidirectional TVS
Diode,TVS Zener,1.5KE68A,68V,Unidirectional TVS
Diode,TVS Zener,1.5KE82A,82V,Unidirectional TVS
Diode,TVS Zener,1.5KE11CA,11V,Bidirectional TVS
Diode,Rectifier,1N3890,,Fast Recovery 6A/12A
Diode,Rectifier,1N4003,,1A/50V Rectifier
Diode,Rectifier,1N4006,,1A/800V Rectifier
Diode,Signal,1N4148,,Small Signal Fast Switching 200mA/75V
Diode,Rectifier,1N4935,,Fast Switching 1A/200V
Diode,Rectifier,1N5406,,3A/600V Rectifier
Diode,Rectifier,1N5408,,3A/1000V Rectifier
Diode,Schottky,1N5817,,Schottky Barrier 1A
Diode,Schottky,BAT42,,Small Signal Schottky 200mA/30V
Diode,Schottky,8R15,,Schottky Rectifier
Diode,Bridge Rectifier,2W04G,2A/400V,Single-Phase Bridge
Diode,Bridge Rectifier,WL10F,1A/1000V,Glass Passivated Bridge
Diode,Bridge Rectifier,B40C1500,1.5A/40V,Single-Phase Bridge
Diode,Bridge Rectifier,B80C1500,1.5A/80V,Single-Phase Bridge
Diode,Bridge Rectifier,B250C1500,1.5A/250V,Single-Phase Bridge
Diode,Bridge Rectifier,B250C2000,2A/250V,Single-Phase Bridge
Diode,Bridge Rectifier,FB12B5S2,2A/100V,Bridge Rectifier
Diode,Bridge Rectifier,FBI15L5S2,1.5A/380V,Bridge Rectifier
Diode,Bridge Rectifier,FB1004,10A/125V,Bridge Rectifier
Diode,Bridge Rectifier,FB5001,10A/40V,Glass Passivated Bridge
Diode,Rectifier,BYW27,1A/1000V,Glass Passivated Junction
Diode,Rectifier,BYW29,,Ultrafast Rectifier 8A/100V
Diode,Rectifier,BYW88,,Rectifier 12A
Diode,Rectifier,P600M,6A/1000V,General Purpose Plastic
Diode,TVS,P6KE24P,24V,600W Transient Voltage Suppression
Diode,TVS,P6KE47A,47V,600W Transient Voltage Suppression
Diode,TVS,P6KE130P,130V,600W Transient Voltage Suppression
Diode,TVS,P6KE400P,400V,600W Transient Voltage Suppression
Diode,TVS,P6KE440CP,440V,600W Transient Voltage Suppression
Diode,TVS,BZW06-6V4,6.4V,600W Transient Voltage Suppression
Diode,TVS,BZW06-11V,11V,600W Transient Voltage Suppression
Diode,TVS,BZW06-37B,37V,600W Transient Voltage Suppression
Diode,TVS,BZW06-P44,44V,600W Transient Voltage Suppression
Diode,TVS,BZW50-39B,39V,5000W Transient Voltage Suppression
Diode,Zener,1N4732A,4.7V,1000mW Zener
Diode,Zener,BZX47C51,51V,Zener
Diode,Zener,BZX47C75,75V,Zener
Diode,Zener,BZX55C2V7,2.7V,500mW Zener
Diode,Zener,BZX55C3V3,3.3V,500mW Zener
Diode,Zener,BZX55C3V6,3.6V,500mW Zener
Diode,Zener,BZX55C3V9,3.9V,500mW Zener
Diode,Zener,BZX55C4V3,4.3V,500mW Zener
Diode,Zener,BZX55C5V1,5.1V,500mW Zener
Diode,Zener,BZX55C5V6,5.6V,500mW Zener
Diode,Zener,BZX55C6V2,6.2V,500mW Zener
Diode,Zener,BZX55C7V5,7.5V,500mW Zener
Diode,Zener,BZX55C13,13V,500mW Zener
Diode,Zener,BZX55C15,15V,500mW Zener
Diode,Zener,BZX55C20,20V,500mW Zener
Diode,Zener,BZX55C30,30V,500mW Zener
Diode,Zener,BZX55C33,33V,500mW Zener
Diode,Zener,BZX55C36,36V,500mW Zener
Diode,Zener,BZX55C47,47V,500mW Zener
Diode,Zener,BZX55C82,82V,500mW Zener
Diode,Zener,BZX79C2V4,2.4V,500mW Zener
Diode,Zener,BZX79C16,16V,500mW Zener
Diode,Zener,BZX79C22,22V,500mW Zener
Diode,Zener,BZX83C3V0,3V,1.3W Zener
Diode,Zener,BZX83C11,11V,1.3W Zener
Diode,Zener,BZX83C12,12V,1.3W Zener
Diode,Zener,BZX83C18,18V,1.3W Zener
Diode,Zener,BZX83C39,39V,1.3W Zener
Diode,Zener,BZX85C6V8,6.8V,1.3W Zener
Diode,Zener,BZX85C8V2,8.2V,1.3W Zener
Diode,Zener,BZX85C9V1,9.1V,1.3W Zener
Diode,Zener,BZX85C10,10V,1.3W Zener
Diode,Zener,BZX85C24,24V,1.3W Zener
Diode,Zener,BZX85C27,27V,1.3W Zener
Diode,Zener,BZX85C43,43V,1.3W Zener
Diode,Zener,BZX85C56,56V,1.3W Zener
Diode,Zener,BZX85C62,62V,1.3W Zener
Diode,Zener,BZX85C68,68V,1.3W Zener
Diode,Zener,BZX85C160,160V,1.3W Zener
Diode,Zener,BZW04-6V4,6.4V,1W Zener
Diode,Zener,BZW04-11B,11V,1W Zener
Diode,Zener,BZW04-12B,12V,1W Zener
Diode,Zener,BZW04-13,13V,1W Zener
Diode,Zener,BZW04-15,15V,1W Zener
Diode,Zener,BZW04-20,20V,1W Zener
Diode,Zener,BZW04-P48,48V,1W Zener
Diode,Zener,BZW04-58,58V,1W Zener
Diode,Zener,ZTE2ITT,2V,300mW Zener
LED,5mm,LED 5MM RØD,Red,5mm LED
LED,5mm,LED 5MM GUL,Yellow,5mm LED
LED,5mm,LED 5MM GRØN,Green,5mm LED
LED,5mm,LED 5mm Hvid,White,5mm LED
LED,3mm,LED 3MM RØD,Red,3mm LED
LED,3mm,LED 3MM GUL,Yellow,3mm LED
LED,3mm,LED 3MM GRØN,Green,3mm LED
Optocoupler,Through-hole,4N25,,Optocoupler with Base Connection
Optocoupler,Through-hole,CNY17/MCT5211,,Optocoupler with Base Connection
Optocoupler,Through-hole,SFH610-2,,Opto-isolator
Optocoupler,Through-hole,CNY17F-2,,Optocoupler no Base Connection
Optocoupler,Through-hole,PS2502-4,,Optocoupler
Photodiode,Through-hole,BP104,,Infrared Photodiode
Photodiode,Through-hole,BPW34,,Photodiode Infrared/Visible
Photodiode,Through-hole,BPW46,,Photodiode
Photodiode,Through-hole,SFH309-4,,Infrared Photodiode
Sensor,Photoresistor,Photoresistor,,Light Dependent Resistor
Sensor,Varicap,KV1270,,VCD for AM Tuning
IR,Emitter,SFH4546,,Infrared Emitter
IR,Receiver,VS1838,,IR Receiver
IR,Transceiver,ITR8307,,Infrared Transmitter/Receiver
IR,Transmitter,THSA6203,,IR Transmitter 875nm
Transistor,NPN BJT,BC107,,NPN General Purpose
Transistor,NPN BJT,BC108,,NPN General Purpose
Transistor,NPN BJT,BC109,,NPN General Purpose
Transistor,NPN BJT,BC141,,NPN General Purpose
Transistor,NPN BJT,BC238,,NPN General Purpose
Transistor,NPN BJT,BC337,,NPN General Purpose
Transistor,NPN BJT,BC338,,NPN General Purpose
Transistor,NPN BJT,BC546,,NPN General Purpose
Transistor,NPN BJT,BC547A,,NPN General Purpose
Transistor,NPN BJT,BC548C,,NPN General Purpose
Transistor,NPN BJT,BC549B,,NPN General Purpose
Transistor,NPN BJT,BC549C,,NPN General Purpose
Transistor,NPN BJT,BC550,,NPN General Purpose
Transistor,NPN BJT,BD139,,NPN Power
Transistor,NPN BJT,BD239,,NPN Power
Transistor,NPN BJT,BD241,,NPN Power
Transistor,NPN BJT,BD441,,NPN Power
Transistor,NPN BJT,BD535,,NPN Power
Transistor,NPN BJT,BD705,,NPN Power
Transistor,NPN BJT,BD709,,NPN Power
Transistor,NPN BJT,BD905,,NPN Power
Transistor,NPN BJT,BDX87,,NPN Darlington
Transistor,NPN BJT,BF199,,NPN RF
Transistor,NPN BJT,BUV48A,,NPN High Voltage
Transistor,NPN BJT,BUV61,,NPN High Voltage
Transistor,NPN BJT,BU931Z,,NPN Darlington
Transistor,NPN BJT,MJE340,,NPN Power
Transistor,NPN BJT,SGSF462,,NPN
Transistor,NPN BJT,TIP31A,,NPN Power
Transistor,NPN BJT,TIP33,,NPN Power
Transistor,NPN BJT,TIP33C,,NPN Power
Transistor,NPN BJT,TIP41A,,NPN Power
Transistor,NPN BJT,TIP41B,,NPN Power
Transistor,NPN BJT,TIP117,,NPN Darlington
Transistor,NPN BJT,TIP132,,NPN Darlington
Transistor,NPN BJT,TIP135,,NPN Darlington
Transistor,NPN BJT,TIP137,,NPN Darlington
Transistor,NPN BJT,TIP142,,NPN Darlington
Transistor,NPN BJT,2N1893,,NPN
Transistor,NPN BJT,2N2219,,NPN General Purpose
Transistor,NPN BJT,2N2222,,NPN 40V 800mA General Purpose
Transistor,NPN BJT,2N3019,,NPN
Transistor,NPN BJT,2N5192,,NPN Power
Transistor,NPN BJT,2N5336,,NPN
Transistor,NPN BJT,2N5551,,NPN High Voltage
Transistor,PNP BJT,BC177,,PNP General Purpose
Transistor,PNP BJT,BC307,,PNP General Purpose
Transistor,PNP BJT,BC308,,PNP General Purpose
Transistor,PNP BJT,BC327,,PNP General Purpose
Transistor,PNP BJT,BC556,,PNP General Purpose
Transistor,PNP BJT,BC557,,PNP General Purpose
Transistor,PNP BJT,BC558,,PNP General Purpose
Transistor,PNP BJT,BC560,,PNP General Purpose
Transistor,PNP BJT,BD140,,PNP Power
Transistor,PNP BJT,BD176,,PNP Power
Transistor,PNP BJT,BD442,,PNP Power
Transistor,PNP BJT,BD646,,PNP Darlington
Transistor,PNP BJT,BD940,,PNP Power
Transistor,PNP BJT,MJE172,,PNP Power
Transistor,PNP BJT,TIP30A,,PNP Power
Transistor,PNP BJT,TIP30C,,PNP Power
Transistor,PNP BJT,TIP32A,,PNP Power
Transistor,PNP BJT,TIP32C,,PNP Power
Transistor,PNP BJT,TIP34C,,PNP Power
Transistor,PNP BJT,TIP36A,,PNP Power
Transistor,PNP BJT,TIP112,,PNP Darlington
Transistor,PNP BJT,TIP147,,PNP Darlington
Transistor,PNP BJT,TIP2955,,PNP Power
Transistor,PNP BJT,2N2905,,PNP General Purpose
Transistor,PNP BJT,2N2906,,PNP General Purpose
Transistor,PNP BJT,2N2907,,PNP General Purpose
Transistor,PNP BJT,2N4918,,PNP Power
Transistor,PNP BJT,2N5193,,PNP Power
Transistor,PNP BJT,2N6516,,PNP
Transistor,PNP BJT,2N6519,,PNP High Voltage
Transistor,N-JFET,BF245A,,N-Channel JFET
Transistor,N-JFET,BF245B,,N-Channel JFET
Transistor,N-MOSFET,BS170,,N-Channel MOSFET
Transistor,N-MOSFET,IRF530,,N-Channel MOSFET
Transistor,N-MOSFET,IRL530,,N-Channel Logic Level MOSFET
Transistor,N-MOSFET,IRF540,,N-Channel MOSFET
Transistor,N-MOSFET,IRF640,,N-Channel MOSFET
Transistor,N-MOSFET,IRFS4710,,N-Channel MOSFET
Transistor,N-MOSFET,IRFI540,,N-Channel MOSFET
Transistor,N-MOSFET,IRL640,,N-Channel Logic Level MOSFET
Transistor,N-MOSFET,P36NF06,,N-Channel MOSFET
Transistor,P-MOSFET,IRF5305,,P-Channel MOSFET
Transistor,P-MOSFET,IRF9530,,P-Channel MOSFET
Transistor,P-MOSFET,IRF9540,,P-Channel MOSFET
Transistor,TRIAC,BT136-500,,TRIAC 500V
Transistor,TRIAC,BTB06-400,,TRIAC 400V
Transistor,TRIAC,TAG137D2,,TRIAC
Transistor,Thyristor,TP203,,Thyristor
IC,74LS TTL Logic,74LS01,,Quad 2-Input NAND (Open Collector)
IC,74LS TTL Logic,74LS05,,Hex Inverter (Open Collector)
IC,74LS TTL Logic,74LS07,,Hex Buffer (Open Collector)
IC,74LS TTL Logic,74LS09,,Quad 2-Input AND (Open Collector)
IC,74LS TTL Logic,74LS10,,Triple 3-Input NAND
IC,74LS TTL Logic,74LS11,,Triple 3-Input AND
IC,74LS TTL Logic,74LS13,,Dual 4-Input NAND Schmitt Trigger
IC,74LS TTL Logic,74LS14,,Hex Schmitt Trigger Inverter
IC,74LS TTL Logic,74LS20,,Dual 4-Input NAND
IC,74LS TTL Logic,74LS21,,Dual 4-Input AND
IC,74LS TTL Logic,74LS22,,Dual 4-Input NAND (Open Collector)
IC,74LS TTL Logic,74LS28,,Quad 2-Input NOR
IC,74LS TTL Logic,74LS30,,8-Input NAND
IC,74LS TTL Logic,74LS33,,Quad 2-Input NOR (Open Collector)
IC,74LS TTL Logic,74LS37,,Quad 2-Input NAND
IC,74LS TTL Logic,74LS40,,Dual 4-Input NAND
IC,74LS TTL Logic,74LS42,,BCD to Decimal Decoder
IC,74LS TTL Logic,74LS74,,Dual D Flip-Flop
IC,74LS TTL Logic,74LS75,,4-Bit Bistable Latch
IC,74LS TTL Logic,74LS76,,Dual JK Flip-Flop
IC,74LS TTL Logic,74LS85,,4-Bit Magnitude Comparator
IC,74LS TTL Logic,74LS86,,Quad 2-Input XOR
IC,74LS TTL Logic,74LS90,,Decade Counter
IC,74LS TTL Logic,74LS109,,Dual JK Flip-Flop
IC,74LS TTL Logic,74LS112,,Dual JK Flip-Flop
IC,74LS TTL Logic,74LS122,,Retriggerable Monostable
IC,74LS TTL Logic,74LS123,,Dual Retriggerable Monostable
IC,74LS TTL Logic,74LS125,,Quad Bus Buffer (Tri-State)
IC,74LS TTL Logic,74LS126,,Quad Bus Buffer (Tri-State)
IC,74LS TTL Logic,74LS132,,Quad 2-Input NAND Schmitt Trigger
IC,74LS TTL Logic,74LS133,,13-Input NAND
IC,74LS TTL Logic,74LS136,,Quad 2-Input XOR (Open Collector)
IC,74LS TTL Logic,74LS139,,Dual 2-to-4 Decoder
IC,74LS TTL Logic,74LS148,,8-to-3 Priority Encoder
IC,74LS TTL Logic,74LS151,,8-to-1 Data Selector
IC,74LS TTL Logic,74LS152,,8-to-1 Data Selector
IC,74LS TTL Logic,74LS154,,4-to-16 Decoder
IC,74LS TTL Logic,74LS155,,Dual 2-to-4 Decoder
IC,74LS TTL Logic,74LS156,,Dual 2-to-4 Decoder (Open Collector)
IC,74LS TTL Logic,74LS157,,Quad 2-to-1 Data Selector
IC,74LS TTL Logic,74LS158,,Quad 2-to-1 Data Selector (Inverted)
IC,74LS TTL Logic,74LS160,,Synchronous Decade Counter
IC,74LS TTL Logic,74LS162,,Synchronous Decade Counter
IC,74LS TTL Logic,74LS164,,8-Bit Shift Register
IC,74LS TTL Logic,74LS165,,8-Bit Parallel-In Shift Register
IC,74LS TTL Logic,74LS166,,8-Bit Shift Register
IC,74LS TTL Logic,74LS167,,Synchronous Decade Rate Multiplier
IC,74LS TTL Logic,74LS168,,4-Bit Up/Down Counter
IC,74LS TTL Logic,74LS169,,4-Bit Up/Down Counter
IC,74LS TTL Logic,74LS174,,Hex D Flip-Flop
IC,74LS TTL Logic,74LS175,,Quad D Flip-Flop
IC,74LS TTL Logic,74LS181,,4-Bit ALU
IC,74LS TTL Logic,74LS190,,Synchronous Up/Down Counter
IC,74LS TTL Logic,74LS191,,Synchronous Up/Down Counter
IC,74LS TTL Logic,74LS192,,Synchronous Up/Down Counter
